period_number,start_time,end_time,active_users,idle_users,users_with_requests,requests_completed,requests_launched,requests_completed_new,requests_completed_prior,requests_in_progress,requests_in_progress_new,requests_in_progress_prior,requests_per_second,input_tokens_per_second,output_tokens_per_second,ttft_avg,ttft_p50,ttft_p95,ttft_p99,avg_cache_hit_rate,working_set_blocks,users_added,users_completed,total_request_time,idle_time_pct,new_tokens_ingested,ttft_headroom_pct,rate_limited_users,rate_limit_events,admission_blocked_events,dispatch_delay_avg,dispatch_delay_max,in_flight_prefilling,in_flight_decoding
59,1775097998.6312208,1775098028.6312208,88,5,8,44,0,0,44,88,48,40,1.4666666666666666,26536.333333333332,349.73333333333335,14.921096712350845,14.116800785064697,19.30635837316513,21.183787925243376,0.7880347378578321,187856,6,0,248.42855143547058,91.0957508446068,168704,0.0,0,0,0,1.2731405794620514,60.6301748752594,44,44
60,1775098028.6312208,1775098058.6312208,87,6,3,29,0,0,29,87,28,59,0.9666666666666667,11041.366666666667,250.6,33.48808797200521,33.402724504470825,33.90271980762482,33.94716383457184,1.0,187192,0,0,167.69555234909058,93.98940672583905,0,0.0,0,0,0,0.005226254463195801,0.07114577293395996,44,43
61,1775098058.6312208,1775098088.6312208,59,12,8,37,0,0,37,59,9,50,1.2333333333333334,28412.333333333332,352.7,40.01605090498924,41.18212902545929,42.41453628540039,42.46541381835937,0.9777694329703343,179274,0,0,435.39290618896484,79.55901848878099,18944,0.0,22,22,0,0.0012229283650716145,0.01001429557800293,10,49
62,1775098088.6312208,1775098118.6312208,11,16,18,63,8,8,55,11,7,4,2.1,55910.4,810.9666666666667,11.264935718642342,7.895463347434998,29.639286124706267,30.723181550502776,1.0,176472,0,0,383.9118003845215,52.603481434009694,0,0.0,66,66,0,0.0005591233571370442,0.005562543869018555,1,10
63,1775098118.6312208,1775098148.6312208,0,7,2,12,1,1,11,0,0,0,0.4,6830.2,267.23333333333335,1.2428807020187378,1.2428807020187378,1.843844759464264,1.897263786792755,1.0,170082,0,0,20.789087295532227,90.10043462117513,0,87.57119297981262,86,86,0,9.202957153320312e-05,9.202957153320312e-05,0,0
64,1775098148.6312208,1775098178.6312208,0,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170082,0,0,0.0,100.0,0,0.0,90,90,0,0.0,0.0,0,0
65,1775098178.6312208,1775098208.6312208,90,2,0,0,0,0,0,90,90,0,0.0,0.0,31.3,0.0,0.0,0.0,0.0,0.0,176175,0,0,0.0,100.0,0,0.0,0,0,0,87.3565131517557,120.61347961425781,54,36
66,1775098208.6312208,1775098238.6312208,96,2,20,45,0,0,45,96,51,45,1.5,61444.333333333336,454.0,22.26334867477417,21.10718595981598,25.75628196001053,26.222836134433745,0.9852736871353154,186558,6,0,708.5849268436432,75.89847187606655,27136,0.0,0,0,0,0.017864755555695177,0.30362725257873535,51,45
67,1775098238.6312208,1775098268.6312208,96,2,0,13,0,0,13,96,13,83,0.43333333333333335,0.0,128.96666666666667,0.0,0.0,0.0,0.0,0.0,184526,0,0,0.0,100.0,0,0.0,0,0,0,0.00013344104473407453,0.00037860870361328125,59,37
68,1775098268.6312208,1775098298.6312208,78,9,15,35,0,0,35,78,17,61,1.1666666666666667,46207.03333333333,326.6666666666667,60.349576981862384,59.97105145454407,64.68865780830383,65.73004532814026,0.9911786440051727,184526,0,0,1095.2652044296265,58.03581592223653,12224,0.0,11,11,0,0.004629065008724437,0.0763251781463623,33,45
69,1775098298.6312208,1775098328.6312208,15,21,38,78,5,5,73,15,10,5,2.6,126411.1,713.2666666666667,34.331834046464216,29.42620587348938,61.88700106143951,62.14617770671845,1.0,184524,0,0,1798.3592031002045,0.0,0,0.0,60,60,0,0.00010639826456705729,0.00015020370483398438,0,15
70,1775098328.6312208,1775098358.6312208,0,14,2,17,2,2,15,0,0,0,0.5666666666666667,8581.966666666667,327.8666666666667,0.517438530921936,0.517438530921936,0.6304340958595276,0.6404781460762023,1.0,183814,0,0,20.94072127342224,95.01411398251851,0,94.82561469078064,82,82,0,0.00010919570922851562,0.00013065338134765625,0,0
